"No.","HS Code","HS Description","Suppl. Unit","Special Permission","Duty Tax Rate","Excise Tax Rate","VAT Rate","Sur Tax Rate","With Hold Rate","Second Schedule 1","Second Schedule 2","Export Duty Tax Rate"
"248.0","03042900","--Other,frozen fillet","","","20","0","15","10","3","0","0","0"
"249.0","03043100","--TILAPIAS (OREOCHROMIS SPP.)","","MOH","20","0","15","10","3","0","0","0"
"250.0","03043200","--CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.,)","","MOH","20","0","15","10","3","0","0","0"
"251.0","03043300","--NILE PERCH (LATESNILOTICUS)","","MOH","20","0","15","10","3","0","0","0"
"252.0","03043900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"253.0","03044100","--PACIF. SALMON(ONCORYH.NERKA/GORB./..), ATLAN.SALMON(SALMOSOLAR)& DANUBE SALM(HUCHO H.)","","MOH","20","0","15","10","3","0","0","0"
"254.0","03044200","--TROUT(SALMO TRUTTA, ONCORHYNCHUS MYKISS/CLARKI/AGUABONTA/GILAE/APACHE & SCHRYSOGASTER)","","MOH","20","0","15","10","3","0","0","0"
"255.0","03044300","--FLAT FISH (PLEURONECTIDAE,BOTHIDAE, CYNOGLASSIDAE,SOLEIDAE,SCOPHTHALMIDAE&CITHARIDAE)","","MOH","20","0","15","10","3","0","0","0"
"256.0","03044400","--FISH OF THE FAMILIES BREGMACEROTI,EUCLICHTHYI., GADI.,MACROURI.,MELANONI,MORI.,&MUR.","","MOH","20","0","15","10","3","0","0","0"
"257.0","03044500","--SWORDFISH (XIPHIASGLADIUS)","","MOH","20","0","15","10","3","0","0","0"
"258.0","03044600","--TOTHFISH (DISSOSTICHUS SPP.)","","MOH","20","0","15","10","3","0","0","0"
"259.0","03044900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"260.0","03045100","--TILAPIAS(OREO.),CATFISH(PAN.,.),CARP(CYRP.,.),EELS(ANG.),NILEPERCH(LAT.)&SNAKEHEADS..","","MOH","20","0","15","10","3","0","0","0"
"261.0","03045200","--SALMONIDAE","","MOH","20","0","15","10","3","0","0","0"
"262.0","03045300","--FISH OF THE FAMILIES BREGMACEROTI,EUCLICHTHYI., GADI.,MACROUR.,MERL.,MELAN,MORI.,&MUR.","","MOH","20","0","15","10","3","0","0","0"
"263.0","03045400","--SWORDFISH (XIPHIASGLADIUS)","","MOH","20","0","15","10","3","0","0","0"
"264.0","03045500","--TOOTHFISH (DISSOSTICHUS SPP.)","","MOH","20","0","15","10","3","0","0","0"
"265.0","03045900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"266.0","03046100","--TILAPIAS (OREOCHROMIS SPP.)","","MOH","20","0","15","10","3","0","0","0"
"267.0","03046200","--CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.,)","","MOH","20","0","15","10","3","0","0","0"
"268.0","03046300","--NILE PERCH (LATESNILOTICUS)","","MOH","20","0","15","10","3","0","0","0"
"269.0","03046900","--OTHER","","","20","0","15","10","3","0","0","0"
"270.0","03047100","--COD (GADUSMORHUA, GADUSOGAC, GADUSMACROCEPHALUS)","","MOH","20","0","15","10","3","0","0","0"
"271.0","03047200","--HADDOCK(MELANOGRAMMUS AEGLEFINUS)","","MOH","20","0","15","10","3","0","0","0"
"272.0","03047300","--COALFISH (POLLACHIUSVIRENS)","","MOH","20","0","15","10","3","0","0","0"
"273.0","03047400","--HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)","","MOH","20","0","15","10","3","0","0","0"
"274.0","03047500","--ALASKA POLLACK (THERAGA CHALCOGRAMMA)","","MOH","20","0","15","10","3","0","0","0"
"275.0","03047900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"276.0","03048100","--PACIF. SALMON(ONCORYH.NERKA/GORB./..), ATLAN.SALMON(SALMOSOLAR)& DANUBE SALM(HUCHO H.)","","MOH","20","0","15","10","3","0","0","0"
"277.0","03048200","--TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS/CLARKI/AGUABONTA/GILAE/APACHE & CHRYSOGA..)","","MOH","20","0","15","10","3","0","0","0"
"278.0","03048300","--FLAT FISH (PLEURONECTIDAE,BOTHIDAE, CYNOGLASSIDAE,SOLEIDAE,SCOPHTHALMIDAE&CITHARIDAE)","","MOH","20","0","15","10","3","0","0","0"
"279.0","03048400","--SWORDFISH (XIPHIASGLADIUS)","","MOH","20","0","15","10","3","0","0","0"
"280.0","03048500","--TOOTHFISH (DISSOSTICHUS SPP.)","","MOH","20","0","15","10","3","0","0","0"
"281.0","03048600","--HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)","","MOH","20","0","15","10","3","0","0","0"
"282.0","03048700","--TUNAS(OF THE GENUS THUNNUS), SKIPJACK/STRIPE-BELLIED BONITO(EUTHYNNUS(KATSU.)PELAMIS)","","MOH","20","0","15","10","3","0","0","0"
"283.0","03048900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"284.0","03049000","Frozen fish meat (excl. fillets)","","MOH","10","0","15","10","3","0","0","0"
"285.0","03049100","--SWORDFISH (XIPHIAS GLADIUS)","","","20","0","15","10","3","0","0","0"
"286.0","03049200","--Toothfish(Dissostichus spp.)","","","20","0","15","10","3","0","0","0"
"287.0","03049300","--TILAPIAS(OREO.),CATFISH(PAN.,.),CARP(CYRP.,.),EELS(ANG.),NILEPERCH(LAT.)&SNAKEHEADS..","","MOH","20","0","15","10","3","0","0","0"
"288.0","03049400","--ALASKA POLLACK (THERAGA CHALCOGRAMMA)","","MOH","20","0","15","10","3","0","0","0"
"289.0","03049500","--FISH OF THE FAMIL. BREGM.,EUCLICH., GADI.,MACRO.,MELAN,MORI.,&MUR.,OTHERTHAN ALAS.POL.","","MOH","20","0","15","10","3","0","0","0"
"290.0","03049900","--OTHER","","","20","0","15","10","3","0","0","0"
"291.0","03051000","Flours meals and pellets of fish,fit for human consumption","","MOH","20","0","15","10","3","0","0","0"
"292.0","03052000","Livers and roes, dried, smoked, salted or in brine","","MOH","20","0","15","10","3","0","0","0"
"293.0","03053000","-Fish fillets, dried, salted or in brine, but not smoked","","MOH","20","0","15","10","3","0","0","0"
"294.0","03053100","--TILAPIAS(OREO.),CATFISH(PAN.,.),CARP(CYRP.,.),EELS(ANG.),NILEPERCH(LAT.)&SNAKEHEADS..","","MOH","20","0","15","10","3","0","0","0"
"295.0","03053200","--FISH OF THE FAMILIES BREGMACERO.,EUCLICHTH., GADI.,MACROURI.,MELANO.,MERL.,MORI.,&MUR.","","MOH","20","0","15","10","3","0","0","0"
"296.0","03053900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"297.0","03054100","--PACIF. SALMON(ONCORYH.NERKA/GORB./..), ATLAN.SALMON(SALMOSOLAR)& DANUBE SALM(HUCHO H.)","","MOH","20","0","15","10","3","0","0","0"
"298.0","03054200","--HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)","","MOH","20","0","15","10","3","0","0","0"
"299.0","03054300","--TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS/CLARKI/AGUABONITA/GILAE/APACHE & CHRYSOGA..)","","MOH","20","0","15","10","3","0","0","0"
"300.0","03054400","--TILAPIAS(OREO.),CATFISH(PAN.,.),CARP(CYRP.,.),EELS(ANG.),NILEPERCH(LAT.)&SNAKEHEADS..","","MOH","20","0","15","10","3","0","0","0"
"301.0","03054900","Smoked fish (excl. salmon and herrings)","","MOH","20","0","15","10","3","0","0","0"
"302.0","03055100","--COD (GADUSMORHUA, GADUSOGAC, GADUSMACROCEPHALUS)","","MOH","20","0","15","10","3","0","0","0"
"303.0","03055900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"304.0","03056100","--HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)","","MOH","20","0","15","10","3","0","0","0"
"305.0","03056200","--COD (GADUSMORHUA, GADUSOGAC, GADUSMACROCEPHALUS)","","MOH","20","0","15","10","3","0","0","0"
"306.0","03056300","--ANCHOVIES (ENGRAULIS SPP.)","","MOH","20","0","15","10","3","0","0","0"
"307.0","03056400","--TILAPIAS(OREO.),CATFISH(PAN.,.),CARP(CYRP.,.),EELS(ANG.),NILEPERCH(LAT.)&SNAKEHEADS..","","MOH","20","0","15","10","3","0","0","0"
"308.0","03056900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"309.0","03057100","--SHARK FINS","","MOH","20","0","15","10","3","0","0","0"
"310.0","03057200","--FISH HEADS, TAILS & MAWS","","MOH","20","0","15","10","3","0","0","0"
"311.0","03057900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"312.0","03061100","--Rock lobster and other sea crawfish (palinurus spp.,panulirus spp.,jasus spp.)","","MOH","20","0","15","10","3","0","0","0"
"313.0","03061200","--Lobsters (Hamorus spp.)","","MOH","20","0","15","10","3","0","0","0"
"314.0","03061300","Frozen shrimps and prawns","","MOH","20","0","15","10","3","0","0","0"
"315.0","03061400","--Crabs","","MOH","20","0","15","10","3","0","0","0"
"316.0","03061500","--NORWAY LOBSTERS(NEPHROPS NORVEGICUS)","","MOH","20","0","15","10","3","0","0","0"
"317.0","03061600","--COLD-WATER SHRIMPS & PRAWNS (PANDALUS SPP., CRANGON CRANGON)","","MOH","20","0","15","10","3","0","0","0"
"318.0","03061700","--OTHER SHRIMPS & PRAWNS","","MOH","20","0","15","10","3","0","0","0"
"319.0","03061900","--OTHER,INCLUDING FLOURS,MEALS,& PELLETS OF CRUSTACEANS, FIT FOR HUMAN CONSUMPTION","","MOH","20","0","15","10","3","0","0","0"
"320.0","03062100","Rock lobster and other sea crawfish (excl. frozen)","","MOH","20","0","15","10","3","0","0","0"
"321.0","03062200","Lobsters (excl.frozen)","","MOH","20","0","15","10","3","0","0","0"
"322.0","03062300","Shrimps and prawns (excl. frozen)","","MOH","20","0","15","10","3","0","0","0"
"323.0","03062400","Crabs (excl.frozen)","","MOH","20","0","15","10","3","0","0","0"
"324.0","03062500","--NORWAY LOBSTERS(NEPHROPS NORVEGICUS)","","MOH","20","0","15","10","3","0","0","0"
"325.0","03062600","--COLD-WATER SHRIMPS & PRAWNS (PANDALUS SPP., CRANGON CRANGON)","","MOH","20","0","15","10","3","0","0","0"
"326.0","03062700","--OTHER SHRIMPS & PRAWNS","","MOH","20","0","15","10","3","0","0","0"
"327.0","03062900","CRUSTACEANS,NOT FROZEN(INC.FLOURS,MEALS,PELLTS)FIT FOR HUMAN CONSUMPT.NES","","MOH","20","0","15","10","3","0","0","0"
"328.0","03071000","Oysters","","MOH","20","0","15","10","3","0","0","0"
"329.0","03071100","--LIVE, FRESH OR CHILLED","","MOH","20","0","15","10","3","0","0","0"
"330.0","03071900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"331.0","03072100","--Live, fresh or chilled","","MOH","20","0","15","10","3","0","0","0"
"332.0","03072900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"333.0","03073100","--Live, fresh or chilled","","MOH","20","0","15","10","3","0","0","0"
"334.0","03073900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"335.0","03074100","--Live, fresh or chilled","","MOH","20","0","15","10","3","0","0","0"
"336.0","03074900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"337.0","03075100","--Live, fresh or chilled","","MOH","20","0","15","10","3","0","0","0"
"338.0","03075900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"339.0","03076000","-Snails other than sea snails","","MOH","20","0","15","10","3","0","0","0"
"340.0","03077100","--LIVE, FRESH OR CHILLED","","MOH","20","0","15","10","3","0","0","0"
"341.0","03077900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"342.0","03078100","--LIVE, FRESH OR CHILLED","","MOH","20","0","15","10","3","0","0","0"
"343.0","03078900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"344.0","03079100","--LIVE, FRESH OR CHILLED","","MOH","20","0","15","10","3","0","0","0"
"345.0","03079900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"346.0","03081100","--LIVE, FRESH OR CHILLED","","MOH","20","0","15","10","3","0","0","0"
"347.0","03081900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"348.0","03082100","--LIVE, FRESH OR CHILLED","","MOH","20","0","15","10","3","0","0","0"
"349.0","03082900","--OTHER","","MOH","20","0","15","10","3","0","0","0"
"350.0","03083000","-JELLYFISH (RHOPILEMA SPP.)","","MOH","20","0","15","10","3","0","0","0"
"351.0","03089000","-OTHER","","MOH","20","0","15","10","3","0","0","0"
"352.0","04011000","Milk and cream of =<1% fat, not concentrated or sweetened","","MOH","30","0","00","10","3","0","0","0"
"353.0","04012000","Milk and cream of >1% but =<6% fat, not concentrated or sweetened","","MOH","30","0","00","10","3","0","0","0"
"354.0","04013000","Milk and cream of >6% fat, not concentrated or sweetened","","MOH","30","0","00","10","3","0","0","0"
"355.0","04014000","-OF A FAT CONTENT, BY WEIGHT, EXCEEDING 6% BUT NOT EXCEEDING 10%","","MOH","30","0","00","10","3","0","0","0"
"356.0","04015000","-OF A FAT CONTENT, BY WEIGHT, EXCEEDING 10%","","MOH","30","0","00","10","3","0","0","0"
"357.0","04021000","Milk and cream in solid forms of =<1.5% fat","","MOH","20","0","00","10","3","0","0","0"
"358.0","04022100","Milk and cream in solid forms of >1.5% fat, unsweetened","","MOH","20","0","00","10","3","0","0","0"
"359.0","04022900"," Imported in bulk by food manufacturing industries.","","MOH","20","0","00","10","3","10","0","0"
"360.0","04022910","---Other milk and cream when imported in bulk by food manufacturing industries","","","10","0","00","10","3","0","0","0"
"361.0","04022990","---Other milk and cream","","","20","0","15","10","3","0","0","0"
"362.0","04029100","Concentrated milk and cream, unsweetened (excl. in solid form)","LTR","MOH","20","0","00","10","3","0","0","0"
"363.0","04029900","Sweetened milk and cream (excl. in solid form)","LTR","MOH","20","0","00","10","3","0","0","0"
"364.0","04031000","Yogurt","","MOH","30","0","15","10","3","0","0","0"
"365.0","04039000","Buttermilk, curdled milk and cream, etc (excl. yogurt)","","MOH","30","0","15","10","3","0","0","0"
"366.0","04041000","WHEY & MODIFIED WHEY, WHETHER OR NOT CONCNTRTD OR CONTNG SWEETENING MATTER","","MOH","30","0","15","10","3","0","0","0"
"367.0","04049000","Products consisting of natural milk constituents, nes","","MOH","30","0","15","10","3","0","0","0"
"368.0","04051000","Butter","","MOH","30","0","15","10","3","0","0","0"
"369.0","04052000","Dairy spreads","","MOH","30","0","15","10","3","0","0","0"
"370.0","04059000","Fats and oils derived from milk (excl. butter and dairy spreads)","","MOH","30","0","15","10","3","0","0","0"
"371.0","04061000","Fresh (unripened or uncured)cheese, including whey cheese and curd","","MOH","30","0","15","10","3","0","0","0"
"372.0","04062000","Grated or powdered cheese","","MOH","30","0","15","10","3","0","0","0"
"373.0","04063000","Processed cheese, not grated or powdered","","MOH","30","0","15","10","3","0","0","0"
"374.0","04064000","Blue-veined cheese","","MOH","30","0","15","10","3","0","0","0"
"375.0","04069000","Cheese, nes","","MOH","30","0","15","10","3","0","0","0"
"376.0","04070000","BIRDS' EGGS, IN SHELL, FRESH, PRESERVED OR COOKED","UN","MOH","30","0","15","10","3","0","0","0"
"377.0","04070010","---Birds'eggs for breeding","","","05","0","15","10","3","0","0","0"
"378.0","04070090","---Other birds egg's","","","30","0","15","10","3","0","0","0"
"379.0","04071100","--OF FOWLS OF THE SPECIES GALLUS DOMESTICUS","","MOH","05","0","15","10","3","0","0","0"
"380.0","04071900","--OTHER","","MOH","05","0","15","10","3","0","0","0"
"381.0","04072100","--OF FOWLS OF THE SPECIES GALLUS DOMESTICUS","","MOH","30","0","15","10","3","00","0","0"
"382.0","04072900","--OTHER","","MOH","30","0","15","10","3","0","0","0"
"383.0","04079000","-OTHER","","MOH","30","0","15","10","3","0","0","0"
"384.0","04081100","Dried egg yolks","","MOH","30","0","15","10","3","0","0","0"
"385.0","04081900","Egg yolks (excl. dried)","","MOH","30","0","15","10","3","0","0","0"
"386.0","04089100","Dried birds' eggs, not in shell","","MOH","30","0","15","10","3","0","0","0"
"387.0","04089900","Birds' eggs, not in shell (excl. dried)","","MOH","30","0","15","10","3","0","0","0"
"388.0","04090000","Natural honey","","MOH","30","0","15","10","3","0","0","0"
"389.0","04100000","Edible products of animal origin, nes","","MOH","30","0","15","10","3","0","0","0"
"390.0","05010000","Human hair and waste, unworked","","","10","0","15","10","3","0","0","0"
"391.0","05021000","Pigs', hogs', or boars' bristles or hair","","","10","0","15","10","3","0","0","0"
"392.0","05029000","Badger and other brush making hair","","","10","0","15","10","3","0","0","0"
"393.0","05030000","Horsehair and waste","","","10","0","15","10","3","0","0","0"
"394.0","05040000","FRESH,FROZEN,SALTED,DRIED..,GUTS/BLADDERS/STOMACHS OF ANIMALS (EXCL.FISH)","","","10","0","15","10","3","0","0","0"
"395.0","05051000","Raw feathers for stuffing; down","","EWCO","10","0","15","10","3","0","0","0"
"396.0","05059000","Skins and parts of birds (excl. feathers for stuffing; down)","","EWCO","10","0","15","10","3","0","0","0"
"397.0","05061000","Ossein and bones treated with acid","","MOA","10","0","15","10","3","0","0","0"
"398.0","05069000","Bones and horn-cores (excl. ossein...)","","MOA","10","0","15","10","3","0","0","0"
"399.0","05071010","---IVORY OF ELEPHANT TASKS,UNWORKED","","","30","0","15","10","3","0","0","0"
"400.0","05071090","---OTHER IVORY TASKS,UNWORKED","","","30","0","15","10","3","0","0","0"
"401.0","05079000","Tortoise-shell, whalebone and whalebone-hair, etc, unworked","","","30","0","15","10","3","0","0","0"
"402.0","05080000","Coral; shells of molluscs, crustaceans, unworked","","","30","0","15","10","3","0","0","0"
"403.0","05090000","Natural sponges of animal origin","","","10","0","15","10","3","0","0","0"
"404.0","05100010","--- OF A KIND USED IN THE PREPARATION OF PHARMACEUTICAL PRODUCTS","","EWCO","05","0","15","0","3","0","0","0"
"405.0","05100090","--- OTHER AMBERGIS , CASTOREN ,CIVET AND MUSK;CANTHARIDES;BILE ...GLANDS","","EWCO","30","0","15","10","3","0","0","0"
"406.0","05111000","Bovine semen","","","05","0","15","10","3","0","0","0"
"407.0","05119100","Products offish, etc; dead animals of chapter 3","","","10","0","15","10","3","0","0","0"
"408.0","05119910","---SILK WORM EGGS","","","05","0","15","10","3","0","0","0"
"409.0","05119990","---OTHER ANIMAL PRODUCTS ,DEAD ANIMAL OF CHAP .1","","","10","0","15","10","3","0","0","0"
"410.0","06011000","DORMANT BULBS, TUBERS... RHIZOMES","UN","MOA","05","0","15","10","3","00","0","0"
"411.0","06012000","BULBS, TUBERS... RHIZOMES IN GROWTH OR FLOWER; CHICORY PLANTS AND ROOTS","UN","MOA","05","0","15","10","3","00","0","0"
"412.0","06021000","UNROOTED CUTTINGS AND SLIPS","UN","","05","0","15","10","3","00","0","0"
"413.0","06022000","TREES,SHRUBS,BUSHES, GRAFTED OR NOT, OF KIND BEARING EDIBLE FRUIT OR NUTS","UN","","05","0","15","10","3","00","0","0"
"414.0","06023000","RHODODENDRONS AND AZALEAS","UN","","05","0","15","10","3","00","0","0"
"415.0","06024000","ROSES,GRAFTED OR NOT","UN","","05","0","15","10","3","00","0","0"
"416.0","06029000","Other live plants,nes","UN","","05","0","15","10","3","00","0","0"
"417.0","06031000","Fresh cut flowers and buds","STM","","30","0","15","10","3","0","0","0"
"418.0","06031100","--Roses","","","30","0","15","10","3","0","0","0"
"419.0","06031200","--carnetions","STM","","30","0","15","10","3","0","0","0"
"420.0","06031300","--Orchids","STM","","30","0","15","10","3","0","0","0"
"421.0","06031400","--Chrysanthenums","STM","","30","0","15","10","3","0","0","0"
"422.0","06031500","--LILIES (LILIUM SPP.)","","","30","0","15","10","3","0","0","0"
"423.0","06031900","--Other cut flowers","","","30","0","15","10","3","0","0","0"
"424.0","06039000","Dried, dyed, bleached or otherwise prepared cut flowers and buds","STM","","30","0","15","10","3","0","0","0"
"425.0","06041000","Mosses and lichens for ornamental purposes, fresh, dried...etc","","","30","0","15","10","3","0","0","0"
"426.0","06042000","-FRESH","","","30","0","15","10","3","0","0","0"
"427.0","06049000","-OTHER","","","30","0","15","10","3","0","0","0"
"428.0","06049100","Fresh parts of plants, without flowers or buds, for ornamental purposes","","","30","0","15","10","3","0","0","0"
"429.0","06049900","Parts of plants, without flowers or buds, for ornamental purposes","","","30","0","15","10","3","0","0","0"
